Site Code,Site,AED Site,Year,mm,dd,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
Loneragan11SP-80_102.5m_523,Southern_Harvey,Harvey South,1980,10,08,26077424.0000,1587.0000,,20.4806,20.4988,1.0203,1.0227,16.4552,16.4385,9.3719,9.3566,0.0286,0.0287,4.7593,0.0024,0.0000,0.0000,0.0000,15.4214,20.7399,0.0000,0.0000,0.0000,0.0000,0.0020,0.0252,0.0000,0.7211,
Loneragan11SP-80_102.5m_524,Southern_Harvey,Harvey South,1980,10,08,26077424.0000,1587.0000,,20.4806,20.4988,1.0203,1.0227,16.4552,16.4385,9.3719,9.3566,0.0286,0.0287,4.7593,0.0024,0.0000,0.0000,0.0000,15.4214,20.7399,0.0000,0.0000,0.0000,0.0000,0.0020,0.0252,0.0000,0.7211,
Loneragan11SP-82_133m_525,Southern_Harvey,Harvey South,1982,10,13,26077424.0000,1587.0000,,8.3505,8.4025,0.4480,0.4498,15.9222,15.7691,9.6130,9.6031,0.0514,0.0513,2.2641,0.0019,0.0000,0.0000,0.0000,16.5754,23.8117,0.0000,0.0000,0.0000,0.0000,0.0022,0.0287,0.0000,0.7075,
Loneragan11SP-82_133m_526,Southern_Harvey,Harvey South,1982,10,29,26077424.0000,1587.0000,,22.3450,22.5716,0.7361,0.8079,17.8243,17.6975,9.0270,8.9712,0.0359,0.0359,6.1779,0.0718,0.0000,0.0000,0.0000,17.6821,24.1358,0.0000,0.0000,0.0000,0.0000,0.0020,0.0268,0.0000,0.7256,
Loneragan11SP-79_102.5m_560,Southern_Harvey,Harvey South,1979,11,07,26077424.0000,1587.0000,,87.1210,87.4531,9.2154,9.2732,14.5431,14.4487,9.6198,9.6040,0.0197,0.0196,3.3217,0.0578,0.0000,0.0000,0.0000,17.4350,23.9672,0.0000,0.0000,0.0000,0.0000,0.0413,0.0533,0.0042,0.7475,
Loneragan11SP-80_102.5m_561,Southern_Harvey,Harvey South,1980,11,11,26077424.0000,1587.0000,,8.2511,8.4929,22.2407,23.2453,18.6023,18.2340,6.5319,5.9749,0.0187,0.0154,16.4580,1.0046,0.5474,27.4538,6.5362,18.5792,22.0243,0.0000,0.0000,0.0000,0.0000,0.0011,0.1528,0.0590,0.5294,
Loneragan11SP-81_133m_562,Southern_Harvey,Harvey South,1981,11,11,26077424.0000,1587.0000,,56.0179,57.0836,3.4922,3.6071,19.8670,19.3575,8.6392,8.5858,0.0231,0.0213,6.8035,0.1149,0.0000,0.0000,0.0000,17.6108,23.6308,0.0000,0.0000,0.0000,0.0000,0.0033,0.0284,0.0003,0.7435,
Loneragan11SP-82_133m_563,Southern_Harvey,Harvey South,1982,11,10,26077424.0000,1587.0000,,35.7374,36.8831,1.5398,1.6530,18.8659,17.9698,8.9640,8.9387,0.0294,0.0267,9.4558,0.1132,0.0000,0.0000,0.0000,17.7400,24.1358,0.0000,0.0000,0.0000,0.0000,0.0020,0.0254,0.0000,0.7029,
Loneragan11SP-82_133m_564,Southern_Harvey,Harvey South,1982,11,30,26077424.0000,1587.0000,,52.7666,52.8132,4.3149,4.3597,20.6993,20.6887,8.2750,8.2505,0.0175,0.0175,20.8936,0.0449,0.0000,0.0000,0.0000,20.3717,27.7927,0.0000,0.0000,0.0000,0.0000,0.0063,0.0326,0.0004,0.6428,
Loneragan11SP-82_133m_565,Southern_Harvey,Harvey South,1982,11,30,26077424.0000,1587.0000,,52.7666,52.8132,4.3149,4.3597,20.6993,20.6887,8.2750,8.2505,0.0175,0.0175,20.8936,0.0449,0.0000,0.0000,0.0000,20.3717,27.7927,0.0000,0.0000,0.0000,0.0000,0.0063,0.0326,0.0004,0.6428,
Loneragan11SU-79_102.5m_603,Southern_Harvey,Harvey South,1979,12,13,26077424.0000,1587.0000,,117.6468,118.6464,16.2505,16.4144,17.5274,17.1844,8.6367,8.6241,0.0287,0.0275,7.5388,0.1639,0.0243,0.0000,0.0000,20.5383,27.5182,0.0000,0.0000,0.0000,0.0000,0.2097,0.1110,0.0178,0.7425,
Loneragan11SU-81_102.5m_604,Southern_Harvey,Harvey South,1981,12,14,26077424.0000,1587.0000,,81.5217,82.2610,9.1472,9.2849,20.8249,20.0347,8.4527,8.4243,0.0118,0.0111,10.6954,0.1377,0.0000,0.0000,0.0000,18.8403,25.2842,0.0000,0.0000,0.0000,0.0000,0.0336,0.0490,0.0050,0.6825,
Loneragan11SU-82_133m_605,Southern_Harvey,Harvey South,1982,12,22,26077424.0000,1587.0000,,79.2703,81.1831,9.8135,10.1979,25.0154,24.9657,7.3426,7.0731,0.0138,0.0154,18.5952,0.3845,0.0148,0.0368,0.0000,20.8764,27.9758,0.0000,0.0000,0.0000,0.0000,0.0566,0.0461,0.0076,0.6542,
YoungSH1SU196_21m_634,Southern_Harvey,Harvey South,1996,02,11,26077424.0000,1587.0000,,74.8705,80.3237,43.0285,45.4643,26.5820,25.8005,6.4509,6.1451,0.0123,0.0165,24.1224,2.4359,0.3922,1.3768,0.0102,22.8896,29.2329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0236,0.8025,
YoungSH1AU196_21m_649,Southern_Harvey,Harvey South,1996,05,21,26077424.0000,1587.0000,,83.9025,90.2158,38.9868,41.7868,13.6739,12.8662,8.1169,7.9114,0.0192,0.0147,17.3287,2.7999,0.4394,0.0000,0.0000,15.2239,18.8803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.7113,
YoungSH1W196_21m_664,Southern_Harvey,Harvey South,1996,08,29,26077424.0000,1587.0000,,5.7500,7.5174,1.3178,2.2724,14.4846,14.0735,9.5910,9.1807,0.4548,0.4065,2.7237,0.9546,9.3493,0.0000,0.0000,12.6823,15.6906,0.0000,0.0000,0.0000,0.0000,0.0028,0.0240,0.0016,0.6749,
YoungSH1SP196_21m_679,Southern_Harvey,Harvey South,1996,11,12,26077424.0000,1587.0000,,29.5799,31.5727,20.4296,22.3223,23.1633,22.4167,7.3034,7.4953,0.2160,0.1000,3.6289,1.8928,0.5076,0.0000,0.0000,19.1907,26.3327,0.0000,0.0000,0.0000,0.0000,0.1076,0.0875,0.0425,0.8806,
YoungSH1SU197_21m_694,Southern_Harvey,Harvey South,1997,02,11,26077424.0000,1587.0000,,65.9144,66.9676,38.7000,39.2746,20.6850,20.1581,7.1206,7.2372,0.0206,0.0188,33.8241,0.5747,0.1192,0.0000,0.0000,23.4280,28.8372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0222,0.6815,
YoungSH1AU197_21m_709,Southern_Harvey,Harvey South,1997,05,05,26077424.0000,1587.0000,,45.6028,49.0024,31.1354,33.6457,14.7158,14.2937,7.8435,7.5871,0.1109,0.0569,2.2355,2.5104,0.4512,0.5896,0.3120,17.6691,22.5960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0773,0.0422,0.8349,
YoungSH1W197_21m_724,Southern_Harvey,Harvey South,1997,07,29,26077424.0000,1587.0000,,15.1318,30.7155,5.8516,13.9396,12.8935,12.3767,8.6721,7.8747,0.0614,0.0453,2.4918,8.0880,87.4441,0.0651,0.0000,11.0734,14.6461,5.7568,0.0000,0.0000,0.0000,0.1690,0.1252,0.0359,0.7162,
YoungSH1SP197_21m_739,Southern_Harvey,Harvey South,1997,11,11,26077424.0000,1587.0000,,41.4238,41.9055,23.8472,24.2554,20.3735,20.1887,7.6692,7.7634,0.0128,0.0114,3.6011,0.4082,0.0502,0.0000,0.0000,18.6561,25.4886,0.0000,0.0000,0.0000,0.0000,0.0400,0.1230,0.0090,0.9162,
VealeSH1W12008_21m_763,Southern_Harvey,Harvey South,2008,07,10,26077424.0000,1587.0000,,44.3076,57.6903,17.2735,23.1108,13.2067,11.9215,9.1672,8.5469,0.1003,0.0934,6.5145,5.8373,29.1406,0.0000,0.0000,12.3661,15.4494,14.5902,0.0000,0.0000,0.0000,0.0030,0.3950,0.0361,0.6623,
VealeSH1SP12008_21m_781,Southern_Harvey,Harvey South,2008,10,08,26077424.0000,1587.0000,,54.1740,55.4698,23.2119,23.8975,16.1284,15.7640,8.6845,8.8092,0.0095,0.0077,2.4298,0.6856,0.1853,0.0000,0.0000,15.2499,18.6618,0.0000,0.0000,0.0000,0.0000,0.0014,0.0520,0.0035,0.8687,
VealeSH1SU12009_21m_801,Southern_Harvey,Harvey South,2009,01,09,26077424.0000,1587.0000,,77.6209,78.6729,40.6243,41.1521,24.2160,23.9628,6.4022,6.4072,0.0097,0.0082,26.0706,0.5278,0.1671,0.0000,0.0000,21.8093,26.8831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0160,0.7737,
VealeSH1AU12009_21m_821,Southern_Harvey,Harvey South,2009,04,01,26077424.0000,1587.0000,,16.4297,16.6121,30.4141,30.8768,17.2094,17.2532,6.9847,6.7905,0.0020,0.0018,4.4658,0.4627,0.1860,0.5871,0.2882,19.3409,24.6511,0.0000,0.0834,0.0000,0.0000,0.0000,0.0854,0.0329,0.6283,
VealeSH1W12009_21m_841,Southern_Harvey,Harvey South,2009,07,10,26077424.0000,1587.0000,,43.7690,45.4816,21.6764,22.6333,12.6992,12.6129,8.4356,7.8224,0.0192,0.0172,1.9364,0.4976,0.2796,2.3855,0.9724,12.2608,15.9178,0.6670,5.5024,0.0000,0.0000,0.0001,0.1278,0.0093,0.7325,
VealeSH1SP12009_21m_861,Southern_Harvey,Harvey South,2009,10,09,26077424.0000,1587.0000,,37.2053,39.2073,12.6828,13.7295,20.1442,18.7507,8.5178,9.3768,0.0247,0.0165,2.6783,0.5425,0.1273,0.0000,0.0000,15.0812,23.1399,0.0000,0.0000,0.0000,0.0000,0.0515,0.0445,0.0198,0.7741,
VealeSH1SU12010_21m_881,Southern_Harvey,Harvey South,2010,01,12,26077424.0000,1587.0000,,67.7976,69.1562,40.9078,41.7583,22.4607,22.3813,6.1955,7.0462,0.0891,0.0842,109.7918,0.4444,0.2793,18.7893,11.5837,22.4006,29.8879,0.0000,6.6700,0.0000,0.0000,0.0000,0.0085,0.0641,0.5603,
VealeSH1AU12010_21m_901,Southern_Harvey,Harvey South,2010,04,15,26077424.0000,1587.0000,,100.1670,104.4091,43.1407,44.8353,16.8676,16.9490,6.5786,5.9797,0.0568,0.0598,100.6841,0.8665,0.3556,15.0297,6.8137,20.5870,25.7837,0.0000,13.3400,0.3335,0.0000,0.0000,0.0000,0.0393,0.1837,
HallettSH1AU-16_21m_1512,Southern_Harvey,Harvey South,2016,06,02,26077424.0000,1587.0000,,34.6300,39.5239,25.6284,30.0741,13.9027,14.7349,4.2783,1.3997,0.0370,0.0094,2.7512,4.4456,1.4063,63.0988,52.4449,15.3713,19.8110,0.0000,27.2781,20.3543,0.4171,0.0000,0.1011,0.0023,0.5419,
HallettSH1SP-16_21m_1513,Southern_Harvey,Harvey South,2016,10,27,26077424.0000,1587.0000,,54.7081,56.8579,22.3210,24.7461,19.1581,18.5132,9.0502,10.2534,0.0411,0.0441,15.2817,2.4251,0.3495,2.8107,1.2845,17.4106,23.0842,0.0000,0.0000,0.0000,0.0000,0.0671,0.1486,0.0221,0.7813,
HallettSH1SU-17_21m_1514,Southern_Harvey,Harvey South,2017,02,24,26077422.8038,1587.0000,,106.2860,109.7371,41.6748,43.0189,24.8294,24.6413,5.1942,5.8878,0.0739,0.0716,307.9702,1.3441,0.3306,20.5883,14.4151,26.6897,33.4730,0.0000,12.0027,1.9171,0.0000,0.0000,0.0000,0.0345,0.1845,
HallettSH1W-16_21m_1515,Southern_Harvey,Harvey South,2016,08,03,26077424.0000,1587.0000,,57.0864,64.5837,21.3133,24.8433,10.6178,11.8002,8.4899,6.5509,0.0228,0.0119,2.9028,3.5300,1.5567,4.0747,1.7878,11.4511,14.9359,1.4181,9.0927,0.0000,0.0000,0.0002,0.1931,0.0156,0.7038,
HallettSH1AU17_21m_1640,Southern_Harvey,Harvey South,2017,04,19,26077422.8038,1587.0000,,122.1369,129.3941,40.2790,42.4255,21.0378,21.1456,7.0727,6.9107,0.0572,0.0664,230.1592,2.1465,0.3711,9.7590,5.4943,22.1017,27.8740,0.0000,8.5853,0.0000,0.0000,0.0000,0.0000,0.0337,0.2052,
HallettSH1SP17_21m_1644,Southern_Harvey,Harvey South,2017,10,18,26077422.8038,1587.0000,,41.2207,44.1921,16.6677,19.0911,17.9561,18.1798,9.9375,9.9299,0.0363,0.0453,73.2368,2.4234,1.3378,4.3423,2.3729,16.4201,23.1726,0.4168,0.0000,0.0000,0.0000,0.3050,0.1550,0.0336,0.4836,
HallettSH1SU18_21m_1648,Southern_Harvey,Harvey South,2018,01,16,26077424.0000,1587.0000,,44.6987,48.5472,23.2668,25.6663,25.8453,25.4324,7.6666,6.9607,0.0659,0.0876,116.6649,1.2494,1.6107,19.6494,11.0586,24.4847,32.4879,0.0000,8.6699,0.5002,0.0000,0.0000,0.3101,0.0388,0.2680,
HallettSH1W17_21m_1652,Southern_Harvey,Harvey South,2017,06,26,26077422.8038,1587.0000,,108.1143,115.7683,31.2608,33.8178,13.4215,13.6207,7.8256,7.1025,0.0432,0.0397,31.7815,2.5569,0.3792,5.4041,1.7764,13.5519,16.9759,0.0000,2.5006,0.0000,0.0000,0.0000,0.0555,0.0512,0.2932,
YoungSH2SU-96_102.5m_15,Southern_Harvey,Harvey South,1996,01,15,26077424.0000,1587.0000,,59.7206,59.7256,38.0776,38.0809,17.4539,17.4473,7.4324,7.4340,0.0162,0.0161,7.0807,0.0032,0.0000,0.0000,0.0000,22.0774,29.5769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0173,0.8921,
YoungSH2AU-96_102.5m_30,Southern_Harvey,Harvey South,1996,04,22,26077424.0000,1587.0000,,89.2874,96.5181,43.2759,46.1090,16.6711,16.2881,7.2144,7.0897,0.0148,0.0120,21.2639,2.8330,0.4771,0.0000,0.0000,18.6665,22.8375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0319,0.7147,
YoungSH2W-96_102.5m_45,Southern_Harvey,Harvey South,1996,07,25,26077424.0000,1587.0000,,10.0050,10.5592,3.4863,3.7463,12.1780,12.1685,9.6901,9.6563,0.2098,0.2101,2.3706,0.2600,0.0715,0.0000,0.0000,12.0220,14.0640,5.5900,0.0000,0.0000,0.0000,0.1569,0.1576,0.0200,0.6705,
YoungSH2SP-96_102.5m_60,Southern_Harvey,Harvey South,1996,10,15,26077424.0000,1587.0000,,19.0680,20.1311,9.6084,10.8748,17.2876,17.3531,8.5298,8.2723,0.0537,0.0502,2.7272,1.2663,1.0592,0.0000,0.0000,15.7599,21.1770,0.0000,0.0000,0.0000,0.0000,0.0353,0.0364,0.0337,0.7509,
YoungSH2SU-97_102.5m_75,Southern_Harvey,Harvey South,1997,01,15,26077424.0000,1587.0000,,55.2862,57.8468,35.4889,37.0749,23.0624,22.8055,6.8105,6.7941,0.0129,0.0104,20.8619,1.5859,0.3856,0.0017,0.0000,22.1130,27.9567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0756,0.0273,0.8314,
YoungSH2AU-97_102.5m_90,Southern_Harvey,Harvey South,1997,04,09,26077424.0000,1587.0000,,23.6724,24.9417,29.6380,31.7288,20.0985,19.7230,6.6395,5.3395,0.0200,0.0074,1.9180,2.0908,0.3568,21.1394,4.7926,19.7741,24.8682,0.0000,1.6686,0.0000,0.0000,0.0000,0.1211,0.0327,0.7869,
YoungSH2W-97_102.5m_105,Southern_Harvey,Harvey South,1997,07,29,26077424.0000,1587.0000,,15.1318,30.7155,5.8516,13.9396,12.8935,12.3767,8.6721,7.8747,0.0614,0.0453,2.4918,8.0880,87.4441,0.0651,0.0000,11.0734,14.6461,5.7568,0.0000,0.0000,0.0000,0.1690,0.1252,0.0359,0.7162,
YoungSH2SP-97_102.5m_120,Southern_Harvey,Harvey South,1997,10,14,26077424.0000,1587.0000,,29.2162,30.1694,16.4073,18.6330,17.6501,17.7635,8.2756,7.9306,0.0119,0.0096,1.7567,2.2257,7.5936,0.0000,0.0000,17.2188,22.0120,0.0000,0.0000,0.0000,0.0000,0.1126,0.0581,0.0141,0.8424,
VealeSH2SU-9_102.5m_139,Southern_Harvey,Harvey South,2009,01,09,26077424.0000,1587.0000,,77.6209,78.6729,40.6243,41.1521,24.2160,23.9628,6.4022,6.4072,0.0097,0.0082,26.0706,0.5278,0.1671,0.0000,0.0000,21.8093,26.8831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0160,0.7737,
VealeSH2AU-9_102.5m_159,Southern_Harvey,Harvey South,2009,04,01,26077424.0000,1587.0000,,16.4297,16.6121,30.4141,30.8768,17.2094,17.2532,6.9847,6.7905,0.0020,0.0018,4.4658,0.4627,0.1860,0.5871,0.2882,19.3409,24.6511,0.0000,0.0834,0.0000,0.0000,0.0000,0.0854,0.0329,0.6283,
VealeSH2W-8_102.5m_175,Southern_Harvey,Harvey South,2008,07,10,26077424.0000,1587.0000,,44.3076,57.6903,17.2735,23.1108,13.2067,11.9215,9.1672,8.5469,0.1003,0.0934,6.5145,5.8373,29.1406,0.0000,0.0000,12.3661,15.4494,14.5902,0.0000,0.0000,0.0000,0.0030,0.3950,0.0361,0.6623,
VealeSH2SP-8_102.5m_194,Southern_Harvey,Harvey South,2008,10,08,26077424.0000,1587.0000,,54.1740,55.4698,23.2119,23.8975,16.1284,15.7640,8.6845,8.8092,0.0095,0.0077,2.4298,0.6856,0.1853,0.0000,0.0000,15.2499,18.6618,0.0000,0.0000,0.0000,0.0000,0.0014,0.0520,0.0035,0.8687,
VealeSH2SU-10_102.5m_214,Southern_Harvey,Harvey South,2010,01,12,26077424.0000,1587.0000,,67.7976,69.1562,40.9078,41.7583,22.4607,22.3813,6.1955,7.0462,0.0891,0.0842,109.7918,0.4444,0.2793,18.7893,11.5837,22.4006,29.8879,0.0000,6.6700,0.0000,0.0000,0.0000,0.0085,0.0641,0.5603,
VealeSH2AU-10_102.5m_234,Southern_Harvey,Harvey South,2010,04,15,26077424.0000,1587.0000,,100.1670,104.4091,43.1407,44.8353,16.8676,16.9490,6.5786,5.9797,0.0568,0.0598,100.6841,0.8665,0.3556,15.0297,6.8137,20.5870,25.7837,0.0000,13.3400,0.3335,0.0000,0.0000,0.0000,0.0393,0.1837,
VealeSH2W-9_102.5m_254,Southern_Harvey,Harvey South,2009,07,10,26077424.0000,1587.0000,,43.7690,45.4816,21.6764,22.6333,12.6992,12.6129,8.4356,7.8224,0.0192,0.0172,1.9364,0.4976,0.2796,2.3855,0.9724,12.2608,15.9178,0.6670,5.5024,0.0000,0.0000,0.0001,0.1278,0.0093,0.7325,
VealeSH2SP-9_102.5m_274,Southern_Harvey,Harvey South,2009,10,09,26077424.0000,1587.0000,,37.2053,39.2073,12.6828,13.7295,20.1442,18.7507,8.5178,9.3768,0.0247,0.0165,2.6783,0.5425,0.1273,0.0000,0.0000,15.0812,23.1399,0.0000,0.0000,0.0000,0.0000,0.0515,0.0445,0.0198,0.7741,
YoungSH2SU296_21m_635,Southern_Harvey,Harvey South,1996,02,11,26077424.0000,1587.0000,,74.8705,80.3237,43.0285,45.4643,26.5820,25.8005,6.4509,6.1451,0.0123,0.0165,24.1224,2.4359,0.3922,1.3768,0.0102,22.8896,29.2329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0236,0.8025,
YoungSH2AU296_21m_650,Southern_Harvey,Harvey South,1996,05,21,26077424.0000,1587.0000,,83.9025,90.2158,38.9868,41.7868,13.6739,12.8662,8.1169,7.9114,0.0192,0.0147,17.3287,2.7999,0.4394,0.0000,0.0000,15.2239,18.8803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.7113,
YoungSH2W296_21m_665,Southern_Harvey,Harvey South,1996,08,29,26077424.0000,1587.0000,,5.7500,7.5174,1.3178,2.2724,14.4846,14.0735,9.5910,9.1807,0.4548,0.4065,2.7237,0.9546,9.3493,0.0000,0.0000,12.6823,15.6906,0.0000,0.0000,0.0000,0.0000,0.0028,0.0240,0.0016,0.6749,
YoungSH2SP296_21m_680,Southern_Harvey,Harvey South,1996,11,12,26077424.0000,1587.0000,,29.5799,31.5727,20.4296,22.3223,23.1633,22.4167,7.3034,7.4953,0.2160,0.1000,3.6289,1.8928,0.5076,0.0000,0.0000,19.1907,26.3327,0.0000,0.0000,0.0000,0.0000,0.1076,0.0875,0.0425,0.8806,
YoungSH2SU297_21m_695,Southern_Harvey,Harvey South,1997,02,11,26077424.0000,1587.0000,,65.9144,66.9676,38.7000,39.2746,20.6850,20.1581,7.1206,7.2372,0.0206,0.0188,33.8241,0.5747,0.1192,0.0000,0.0000,23.4280,28.8372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0222,0.6815,
YoungSH2AU297_21m_710,Southern_Harvey,Harvey South,1997,05,05,26077424.0000,1587.0000,,45.6028,49.0024,31.1354,33.6457,14.7158,14.2937,7.8435,7.5871,0.1109,0.0569,2.2355,2.5104,0.4512,0.5896,0.3120,17.6691,22.5960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0773,0.0422,0.8349,
YoungSH2W297_21m_725,Southern_Harvey,Harvey South,1997,07,29,26077424.0000,1587.0000,,15.1318,30.7155,5.8516,13.9396,12.8935,12.3767,8.6721,7.8747,0.0614,0.0453,2.4918,8.0880,87.4441,0.0651,0.0000,11.0734,14.6461,5.7568,0.0000,0.0000,0.0000,0.1690,0.1252,0.0359,0.7162,
YoungSH2SP297_21m_740,Southern_Harvey,Harvey South,1997,11,11,26077424.0000,1587.0000,,41.4238,41.9055,23.8472,24.2554,20.3735,20.1887,7.6692,7.7634,0.0128,0.0114,3.6011,0.4082,0.0502,0.0000,0.0000,18.6561,25.4886,0.0000,0.0000,0.0000,0.0000,0.0400,0.1230,0.0090,0.9162,
VealeSH2W22008_21m_764,Southern_Harvey,Harvey South,2008,07,10,26077424.0000,1587.0000,,44.3076,57.6903,17.2735,23.1108,13.2067,11.9215,9.1672,8.5469,0.1003,0.0934,6.5145,5.8373,29.1406,0.0000,0.0000,12.3661,15.4494,14.5902,0.0000,0.0000,0.0000,0.0030,0.3950,0.0361,0.6623,
VealeSH2SP22008_21m_782,Southern_Harvey,Harvey South,2008,10,08,26077424.0000,1587.0000,,54.1740,55.4698,23.2119,23.8975,16.1284,15.7640,8.6845,8.8092,0.0095,0.0077,2.4298,0.6856,0.1853,0.0000,0.0000,15.2499,18.6618,0.0000,0.0000,0.0000,0.0000,0.0014,0.0520,0.0035,0.8687,
VealeSH2SU22009_21m_802,Southern_Harvey,Harvey South,2009,01,09,26077424.0000,1587.0000,,77.6209,78.6729,40.6243,41.1521,24.2160,23.9628,6.4022,6.4072,0.0097,0.0082,26.0706,0.5278,0.1671,0.0000,0.0000,21.8093,26.8831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0160,0.7737,
VealeSH2AU22009_21m_822,Southern_Harvey,Harvey South,2009,04,01,26077424.0000,1587.0000,,16.4297,16.6121,30.4141,30.8768,17.2094,17.2532,6.9847,6.7905,0.0020,0.0018,4.4658,0.4627,0.1860,0.5871,0.2882,19.3409,24.6511,0.0000,0.0834,0.0000,0.0000,0.0000,0.0854,0.0329,0.6283,
VealeSH2W22009_21m_842,Southern_Harvey,Harvey South,2009,07,10,26077424.0000,1587.0000,,43.7690,45.4816,21.6764,22.6333,12.6992,12.6129,8.4356,7.8224,0.0192,0.0172,1.9364,0.4976,0.2796,2.3855,0.9724,12.2608,15.9178,0.6670,5.5024,0.0000,0.0000,0.0001,0.1278,0.0093,0.7325,
VealeSH2SP22009_21m_862,Southern_Harvey,Harvey South,2009,10,09,26077424.0000,1587.0000,,37.2053,39.2073,12.6828,13.7295,20.1442,18.7507,8.5178,9.3768,0.0247,0.0165,2.6783,0.5425,0.1273,0.0000,0.0000,15.0812,23.1399,0.0000,0.0000,0.0000,0.0000,0.0515,0.0445,0.0198,0.7741,
VealeSH2SU22010_21m_882,Southern_Harvey,Harvey South,2010,01,13,26077424.0000,1587.0000,,68.7126,70.3588,40.9319,41.9336,20.6780,20.7075,6.2177,6.6728,0.1091,0.1113,102.1283,0.5200,0.3085,17.7914,10.5667,22.2960,29.8879,0.0000,6.6700,0.0000,0.0000,0.0000,0.0064,0.0650,0.5469,
VealeSH2AU22010_21m_902,Southern_Harvey,Harvey South,2010,04,15,26077424.0000,1587.0000,,100.1670,104.4091,43.1407,44.8353,16.8676,16.9490,6.5786,5.9797,0.0568,0.0598,100.6841,0.8665,0.3556,15.0297,6.8137,20.5870,25.7837,0.0000,13.3400,0.3335,0.0000,0.0000,0.0000,0.0393,0.1837,
HallettSH2AU-16_21m_1516,Southern_Harvey,Harvey South,2016,06,02,26077424.0000,1587.0000,,34.6300,39.5239,25.6284,30.0741,13.9027,14.7349,4.2783,1.3997,0.0370,0.0094,2.7512,4.4456,1.4063,63.0988,52.4449,15.3713,19.8110,0.0000,27.2781,20.3543,0.4171,0.0000,0.1011,0.0023,0.5419,
HallettSH2SP-16_21m_1517,Southern_Harvey,Harvey South,2016,10,27,26077424.0000,1587.0000,,54.7081,56.8579,22.3210,24.7461,19.1581,18.5132,9.0502,10.2534,0.0411,0.0441,15.2817,2.4251,0.3495,2.8107,1.2845,17.4106,23.0842,0.0000,0.0000,0.0000,0.0000,0.0671,0.1486,0.0221,0.7813,
HallettSH2SU-17_21m_1518,Southern_Harvey,Harvey South,2017,02,24,26077422.8038,1587.0000,,106.2860,109.7371,41.6748,43.0189,24.8294,24.6413,5.1942,5.8878,0.0739,0.0716,307.9702,1.3441,0.3306,20.5883,14.4151,26.6897,33.4730,0.0000,12.0027,1.9171,0.0000,0.0000,0.0000,0.0345,0.1845,
HallettSH2W-16_21m_1519,Southern_Harvey,Harvey South,2016,08,03,26077424.0000,1587.0000,,57.0864,64.5837,21.3133,24.8433,10.6178,11.8002,8.4899,6.5509,0.0228,0.0119,2.9028,3.5300,1.5567,4.0747,1.7878,11.4511,14.9359,1.4181,9.0927,0.0000,0.0000,0.0002,0.1931,0.0156,0.7038,
HallettSH2AU17_21m_1641,Southern_Harvey,Harvey South,2017,04,19,26077422.8038,1587.0000,,122.1369,129.3941,40.2790,42.4255,21.0378,21.1456,7.0727,6.9107,0.0572,0.0664,230.1592,2.1465,0.3711,9.7590,5.4943,22.1017,27.8740,0.0000,8.5853,0.0000,0.0000,0.0000,0.0000,0.0337,0.2052,
HallettSH2SP17_21m_1645,Southern_Harvey,Harvey South,2017,10,18,26077422.8038,1587.0000,,41.2207,44.1921,16.6677,19.0911,17.9561,18.1798,9.9375,9.9299,0.0363,0.0453,73.2368,2.4234,1.3378,4.3423,2.3729,16.4201,23.1726,0.4168,0.0000,0.0000,0.0000,0.3050,0.1550,0.0336,0.4836,
HallettSH2SU18_21m_1649,Southern_Harvey,Harvey South,2018,01,16,26077424.0000,1587.0000,,44.6987,48.5472,23.2668,25.6663,25.8453,25.4324,7.6666,6.9607,0.0659,0.0876,116.6649,1.2494,1.6107,19.6494,11.0586,24.4847,32.4879,0.0000,8.6699,0.5002,0.0000,0.0000,0.3101,0.0388,0.2680,
HallettSH2W17_21m_1653,Southern_Harvey,Harvey South,2017,06,26,26077422.8038,1587.0000,,108.1143,115.7683,31.2608,33.8178,13.4215,13.6207,7.8256,7.1025,0.0432,0.0397,31.7815,2.5569,0.3792,5.4041,1.7764,13.5519,16.9759,0.0000,2.5006,0.0000,0.0000,0.0000,0.0555,0.0512,0.2932,
